name,name.1,lang,name_lang,200107,200108,200109,200110,200111,200112,200201,200202,200203,200204,200205,200206,200207,200208,200209,200210,200211,200212,200301,200302,200303,200304,200305,200306,200307,200308,200309,200310,200311,200312,200401,200402,200403,200404,200405,200406,200407,200408,200409,200410,200411,200412,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807
OSI_model,OSI_model,en,OSI_model,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21101506608269e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.4728820324593743e-06,1.3427919598988608e-06,1.0521664106395067e-06,0.0,1.245939793697289e-06,1.2626916292383822e-06,9.72105434555432e-07,0.0,2.187555144619271e-06,6.593000870276115e-07,1.085890106835298e-06,2.0072955155512712e-06,1.5831301649621632e-06,8.868483493756809e-07,3.364662547478543e-06,1.543162248078763e-06,2.170787227847727e-06,2.5203412542058194e-06,1.6970729612880686e-06,2.2479290953209356e-06,2.6101715339477824e-06,3.276343879811475e-06,2.298161366444964e-06,1.8527188556570826e-06,2.4245323885200007e-06,2.7687720901866596e-06,1.0805729197620577e-06,2.1457800017595396e-06,1.6057779745391056e-06,2.2779821633996605e-06,2.956799241167043e-06,3.4014219126698235e-06,1.8103342933133794e-06,2.0338748638151287e-06,1.1908830755269955e-06,1.384581062980958e-06,1.0351543596302221e-06,2.096092287396181e-06,2.751222746559424e-06,1.9320341984104278e-06,1.272764790362116e-06,2.7924513797255873e-06,2.079129593187108e-06,2.2339689985739297e-06,1.1143027926815776e-06,1.867987934156482e-06,2.9121556804166098e-06,8.534752059478345e-07,8.146346176373935e-07,2.721187744026513e-06,2.804631638804112e-06,1.9636061662945932e-06,2.486092796894174e-06,2.269647377108197e-06,1.8799990349338287e-06,2.1011210005818354e-06,1.3348051785101705e-06,1.4465214684579666e-06,1.5054847632709893e-06,1.8572123168835085e-06,1.818808149570052e-06,8.991510395714574e-07,1.5033527585301645e-06,1.364576913780743e-06,2.1646278878390844e-06,1.519422011866686e-06,1.5699767416667816e-06,2.818228158819839e-06,1.2571841338333573e-06,2.0485174599798836e-06,1.3925758993653037e-06,9.453795613854802e-07,7.319105114974908e-07,1.5828135989013162e-06,2.600093863388468e-06,2.3744518478973634e-06,1.4245777774058046e-06,6.197161452168449e-07,1.2253027467815892e-06,1.4827564951618715e-06,8.442309478180851e-07,1.6464337113888142e-06,6.106759592548857e-07,1.0175304211069999e-06,1.2114178555723404e-06,1.6998047136859564e-06,1.7277714642128857e-06,6.094180687175751e-07,7.898352936716224e-07,1.2407702205220912e-06,8.041246771188132e-07,1.4624220215686356e-06,7.964936755415311e-07,1.5753400765390228e-06,8.470260386392104e-07,8.493192918205881e-07,1.8376216275814756e-06,9.887736616009155e-07,1.2912714568963902e-06,1.308104075376445e-06,1.6242421387695635e-06,1.1733602632551088e-06,9.501306508822518e-07,1.5250933411592408e-06,1.5749037733794466e-06,1.4095482327436645e-06,9.904915289450102e-07,1.714678060620728e-06,1.019459961474608e-06,2.407083565516602e-06,1.748541716208682e-06,1.1566620030054706e-06,1.1195678289049575e-06,1.5155905005818604e-06,1.164952361603077e-06,1.710122090502104e-06,9.631118529212626e-07,1.8295932526691805e-06,1.2457330528606888e-06,1.2414898971276641e-06,1.0362817795237973e-06,1.0145295854581388e-06,1.0300170133060172e-06,7.315638591846867e-07,1.1459846988123015e-06,1.0032097696580209e-06,8.233722445333229e-07,3.6519821681014694e-07,2.200480981132856e-07,0.0,9.181971291189462e-07,8.712518473261825e-07,1.3473853650145552e-06,6.458604863846151e-07,1.5499701520033586e-06,1.1750605156165542e-06,1.0473564304752232e-06,1.0542335700860804e-06,1.1875718233542332e-06,1.0372565973668618e-06,1.449170950001946e-06,6.778714294817131e-07,6.699043890125855e-07,2.2305988644913421e-07,1.508234854574918e-06,1.208074771774541e-06,8.038951937719024e-07,1.191389589161214e-06,1.5713844604219324e-06,2.33267262148506e-06,1.9913341122104825e-07,1.0739168367392964e-06,4.0377970102535816e-07,4.0500628265995975e-07,4.2241913524889145e-07,1.2600512714862367e-06,2.1116019647189321e-07,1.2568909043832814e-06,4.256827152597676e-07,8.194075028228589e-07,0.0,2.1541078945253995e-07,7.729558217100102e-07,6.148508617749679e-07,4.2602311047567396e-07,4.628770306993933e-07,2.228780781134173e-07
Algorithm,Algorithm,en,Algorithm,0,0,0,0,0,4.092322802422655e-05,0,0,0.0,4.8021513638109875e-05,0.0,0.0,0.0,0,0,0,3.17490554655999e-05,0.0,0.0,1.2424829779832016e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,6.539794650447976e-06,4.9998750031249215e-06,0.0,0.0,0.0,0.0,2.457213765311513e-06,0.0,0.0,0.0,9.331695102415354e-06,0.0,1.3427919598988608e-06,0.0,3.2058440399619144e-06,3.737819381091867e-06,2.5253832584767644e-06,1.944210869110864e-06,7.692787012113831e-07,2.187555144619271e-06,1.318600174055223e-06,1.085890106835298e-06,1.0036477577756356e-06,5.277100549873878e-07,8.868483493756809e-07,1.6823312737392715e-06,1.543162248078763e-06,2.442135631328693e-06,2.2403033370718395e-06,9.697559778788963e-07,1.7483892963607276e-06,4.35028588991297e-07,1.74738340256612e-06,1.6713900846872463e-06,1.8527188556570824e-07,6.061330971300002e-07,1.107508836074664e-06,9.004774331350482e-07,1.251705001026398e-06,8.028889872695528e-07,9.76278070028426e-07,1.034879734408465e-06,7.394395462325703e-07,3.017223822188966e-07,1.6948957198459408e-06,1.0207569218802819e-06,1.2115084301083383e-06,1.2076800862352592e-06,6.449514730449787e-07,1.375611373279712e-06,2.1076736709931937e-06,3.18191197590529e-07,1.8068803045283213e-06,2.22763884984333e-06,1.1169844992869649e-06,1.273488905921803e-06,1.3585366793865324e-06,5.139098259558723e-07,1.1948652883269683e-06,1.1404884646923508e-06,9.604192037740632e-07,1.75289477425257e-06,1.428077211850613e-06,9.944371187576696e-07,8.729412988877681e-07,1.4099992762003715e-06,1.4007473337212236e-06,1.1679545311963992e-06,3.6163036711449164e-07,1.8818559540887367e-06,5.571636950650526e-07,9.09404074785026e-07,1.0789812474857488e-06,1.315433663713894e-06,5.117163426677785e-07,1.6234709158793134e-06,1.1395665089000143e-06,1.0466511611111877e-06,3.5227851985247985e-07,8.979886670238267e-07,3.724577199963425e-07,2.188333556145477e-06,1.7016832104938645e-06,5.489328836231181e-07,1.4069454212456145e-06,1.300046931694234e-06,3.957419746495606e-07,8.90361110878628e-07,1.8591484356505346e-06,4.0843424892719637e-07,1.6945788516135675e-06,4.2211547390904255e-07,4.1160842784720355e-07,1.0177932654248095e-06,1.0175304211069999e-06,1.2114178555723404e-06,4.249511784214891e-07,4.319428660532214e-07,8.125574249567669e-07,9.87294117089528e-07,1.654360294029455e-06,4.020623385594066e-07,0.0,5.973702566561483e-07,1.3502914941763053e-06,8.470260386392104e-07,4.2465964591029405e-07,8.167207233695446e-07,7.910189292807324e-07,6.456357284481951e-07,1.5261214212725193e-06,1.2181816040771726e-06,9.778002193792571e-07,1.108485759362627e-06,1.3072228638507779e-06,2.2498625333992093e-07,1.4095482327436645e-06,1.7333601756537678e-06,7.34862025980312e-07,1.529189942211912e-06,1.4442501393099613e-06,9.991666949763897e-07,9.253296024043765e-07,1.1195678289049575e-06,1.0103936670545736e-06,4.659809446412308e-07,4.886063115720297e-07,1.2038898161515784e-06,7.841113940010774e-07,4.982932211442756e-07,4.965959588510657e-07,5.181408897618987e-07,1.2681619818226734e-06,1.0300170133060172e-06,9.754184789129157e-07,9.167877590498411e-07,7.524073272435156e-07,1.2350583667999843e-06,3.6519821681014694e-07,8.801923924531424e-07,2.36232153841938e-07,1.1477464113986829e-06,6.534388854946369e-07,2.2456422750242585e-07,8.611473151794868e-07,1.3285458445743073e-06,9.400484124932434e-07,4.189425721900893e-07,1.0542335700860804e-06,3.958572744514111e-07,2.0745131947337237e-07,1.2421465285730965e-06,4.51914286321142e-07,1.116507315020976e-06,6.691796593474026e-07,6.463863662463935e-07,1.8121121576618115e-06,1.004868992214878e-06,7.942597261074761e-07,9.821152877637077e-07,4.2412229481546543e-07,5.974002336631447e-07,1.0739168367392964e-06,4.0377970102535816e-07,1.0125157066498994e-06,1.2672574057466745e-06,4.2001709049541226e-07,4.2232039294378643e-07,1.885336356574922e-06,1.4898895034091864e-06,1.433963129940003e-06,3.828088947177923e-07,4.308215789050799e-07,5.797168662825076e-07,6.148508617749679e-07,0.0,6.943155460490899e-07,4.457561562268346e-07
Intelligent_environment,Intelligent_environment,en,Intelligent_environment,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7307263287261974e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5918611324022537e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.159714330266107e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.508024424145052e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Secure_Real-time_Transport_Protocol,Secure_Real-time_Transport_Protocol,en,Secure_Real-time_Transport_Protocol,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.424389944697241e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6271301167140431e-07,0.0,0.0,0.0,1.6948957198459409e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.713032753186241e-07,0.0,0.0,0.0,0.0,1.7850965148132664e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8791909481627056e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117565096598026e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.508024424145052e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0970375141142944e-07,0.0,0.0,0.0,0.0,2.1301155523783698e-07,0.0,0.0
Transparent_Network_Substrate,Transparent_Network_Substrate,en,Transparent_Network_Substrate,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7563947258276615e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.974588234179056e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9140444735889616e-07,0.0,0.0,0.0,0.0,0.0,0.0
Ad_hoc_network,Ad_hoc_network,en,Ad_hoc_network,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4114422844518573e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.978709873247803e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.019029759287234e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0303026734619544e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1000854524770613e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Incident_Object_Description_Exchange_Format,Incident_Object_Description_Exchange_Format,en,Incident_Object_Description_Exchange_Format,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global_Positioning_System,Global_Positioning_System,en,Global_Positioning_System,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6855839197977216e-06,1.0521664106395067e-06,1.0686146799873048e-06,1.245939793697289e-06,2.5253832584767644e-06,0.0,1.5385574024227662e-06,2.187555144619271e-06,1.318600174055223e-06,5.42945053417649e-07,1.0036477577756356e-06,1.0554201099747756e-06,1.7736966987513618e-06,8.411656368696358e-07,2.4690595969260206e-06,1.899438824366761e-06,1.1201516685359198e-06,1.4546339668183446e-06,1.4986193968806237e-06,8.70057177982594e-07,1.528960477245355e-06,2.089237605859058e-06,1.482175084525666e-06,3.030665485650001e-06,2.7687720901866596e-06,1.6208593796430868e-06,1.788150001466283e-06,1.6057779745391056e-06,2.1152691517282564e-06,1.9219195067585777e-06,1.9225428202046827e-06,2.262917866641724e-06,2.3728540077843173e-06,1.7012615364671365e-06,6.92290531490479e-07,1.5527315394453332e-06,4.837136047837341e-06,3.782931276519208e-06,1.5807552532448954e-06,2.704625179519496e-06,2.1354039962607434e-06,1.1880740532497762e-06,3.829661140412452e-06,1.4326750191620285e-06,3.2265246135430144e-06,2.9121556804166098e-06,1.3655603295165354e-06,2.118050005857223e-06,4.161816549687607e-06,2.804631638804112e-06,3.7487026811078596e-06,1.9888742375153393e-06,3.3171769357735186e-06,1.8799990349338287e-06,1.4007473337212236e-06,1.6685064731377132e-06,1.0848911013434748e-06,1.5054847632709893e-06,5.571636950650526e-07,1.091284889742031e-06,1.7983020791429148e-06,1.8791909481627056e-06,1.7057211422259285e-06,2.1646278878390844e-06,1.1395665089000143e-06,1.2210930212963855e-06,1.0568355595574395e-06,8.979886670238267e-07,2.420975179976226e-06,9.94697070975217e-07,1.3235313859396722e-06,9.148881393718634e-07,1.93454995421272e-06,2.9715358438725354e-06,9.893549366239014e-07,8.90361110878628e-07,8.262881936224598e-07,2.042171244635982e-06,1.2709341387101754e-06,1.477404158681649e-06,1.4406294974652125e-06,1.4249105715947334e-06,1.0175304211069999e-06,8.076119037148936e-07,1.4873291244752119e-06,1.511800031186275e-06,1.421975493674342e-06,9.87294117089528e-07,1.654360294029455e-06,1.4072181849579233e-06,1.88025688487396e-06,1.3938639321976794e-06,1.8003886589017404e-06,1.058782548299013e-06,1.910968406596323e-06,8.167207233695446e-07,1.779792590881648e-06,1.5064833663791221e-06,1.090086729480371e-06,1.0151513367309773e-06,9.778002193792571e-07,6.334204339215012e-07,1.5250933411592408e-06,1.1249312666996047e-06,2.349247054572774e-06,1.4857372934175151e-06,1.469724051960624e-06,1.27432495184326e-06,1.4442501393099613e-06,2.248125063696877e-06,9.253296024043765e-07,1.5673949604669404e-06,1.0103936670545736e-06,9.319618892824616e-07,2.4430315578601486e-07,1.2038898161515784e-06,1.0454818586681032e-06,9.965864422885512e-07,4.965959588510657e-07,7.772113346428481e-07,1.0145295854581388e-06,1.2875212666325217e-06,1.4631277183693735e-06,4.5839387952492056e-07,1.5048146544870312e-06,2.264273672466638e-06,9.129955420253674e-07,4.400961962265712e-07,4.72464307683876e-07,1.6068449759581558e-06,6.534388854946369e-07,8.982569100097034e-07,2.152868287948717e-06,2.214243074290512e-06,9.400484124932434e-07,6.28413858285134e-07,2.1084671401721605e-07,5.937859116771166e-07,1.2447079168402343e-06,8.280976857153977e-07,4.51914286321142e-07,1.116507315020976e-06,6.691796593474026e-07,6.463863662463935e-07,8.053831811830273e-07,8.038951937719024e-07,5.95694794580607e-07,5.892691726582246e-07,1.6964891792618617e-06,7.96533644884193e-07,4.2956673469571857e-07,1.4132289535887535e-06,4.0500628265995975e-07,4.2241913524889145e-07,8.400341809908245e-07,0.0,4.189636347944271e-07,2.128413576298838e-06,1.0242593785285737e-06,7.656177894355847e-07,8.616431578101598e-07,9.661947771375128e-07,1.2297017235499358e-06,4.2602311047567396e-07,6.943155460490899e-07,8.915123124536692e-07
Internet_service_provider,Internet_service_provider,en,Internet_service_provider,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.08963424576926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3427919598988608e-06,0.0,0.0,0.0,1.2626916292383822e-06,0.0,0.0,0.0,0.0,5.42945053417649e-07,5.018238788878178e-07,1.0554201099747756e-06,4.434241746878405e-06,2.1029140921740895e-06,3.7035893953890314e-06,1.3567420174048294e-06,5.600758342679599e-07,0.0,4.995397989602079e-07,1.0875714724782427e-06,4.3684585064153e-07,4.178475211718116e-07,3.705437711314165e-07,1.6163549256800006e-06,9.229240300622199e-07,9.004774331350482e-07,1.0728900008797698e-06,3.211555949078211e-07,3.2542602334280863e-07,1.034879734408465e-06,5.915516369860562e-07,1.2068895288755864e-06,5.084687159537822e-07,6.805046145868546e-07,1.7307263287261974e-07,5.175771798151111e-07,1.1286650778287128e-06,8.5975710829982e-07,3.512789451655323e-07,3.18191197590529e-07,4.92785537598633e-07,4.4552776996866603e-07,3.1913842836770425e-07,4.775583397206761e-07,6.792683396932662e-07,1.3704262025489928e-06,1.3655603295165354e-06,9.775615411648721e-07,1.2805589383654178e-06,3.50578954850514e-07,7.140386059253065e-07,1.6573951979294492e-07,1.3967060782204288e-06,4.699997587334572e-07,7.003736668606118e-07,3.3370129462754264e-07,5.424455506717374e-07,1.8818559540887366e-07,3.7144246337670174e-07,5.456424448710156e-07,7.19320831657166e-07,1.691271853346435e-06,6.822884568903715e-07,3.607713146398474e-07,7.59711005933343e-07,5.233255805555939e-07,5.284177797787197e-07,5.38793200214296e-07,1.8622885999817124e-07,0.0,1.8907591227709605e-07,3.659552557487454e-07,1.5828135989013162e-06,1.1143259414522007e-06,9.893549366239014e-07,1.0684333330543536e-06,0.0,4.0843424892719637e-07,6.354670693550877e-07,2.1105773695452127e-07,2.0580421392360177e-07,6.106759592548857e-07,2.0350608422139997e-07,6.057089277861702e-07,2.1247558921074454e-07,8.638857321064428e-07,2.0313935623919173e-07,5.923764702537168e-07,2.067950367536819e-07,2.010311692797033e-07,6.267522949579867e-07,1.9912341888538277e-07,4.500971647254351e-07,4.235130193196052e-07,4.2465964591029405e-07,2.0418018084238616e-07,3.955094646403662e-07,6.456357284481951e-07,1.090086729480371e-06,4.060605346923909e-07,5.866801316275544e-07,9.501306508822518e-07,1.3072228638507779e-06,0.0,0.0,7.428686467087576e-07,7.34862025980312e-07,2.54864990368652e-07,4.814167131033205e-07,1.248958368720487e-06,9.253296024043765e-07,1.1195678289049575e-06,5.051968335272868e-07,4.659809446412308e-07,1.4658189347160891e-06,1.2038898161515784e-06,0.0,0.0,2.4829797942553283e-07,7.772113346428481e-07,1.5217943781872082e-06,2.575042533265043e-07,4.877092394564579e-07,4.5839387952492056e-07,5.016048848290104e-07,6.175291833999921e-07,7.303964336202939e-07,4.400961962265712e-07,0.0,6.886478468392096e-07,4.3562592366309124e-07,2.2456422750242585e-07,4.305736575897434e-07,2.214243074290512e-07,7.050363093699326e-07,4.189425721900893e-07,1.2650802841032963e-06,0.0,8.298052778934895e-07,6.210732642865483e-07,6.778714294817131e-07,6.699043890125855e-07,4.4611977289826843e-07,4.309242441642623e-07,4.0269159059151367e-07,6.029213953289268e-07,0.0,7.856922302109662e-07,8.482445896309309e-07,9.956670561052413e-07,2.1478336734785929e-07,2.0188985051267908e-07,6.075094239899397e-07,6.336287028733372e-07,2.1000854524770613e-07,1.055800982359466e-06,2.0948181739721355e-07,8.513654305195351e-07,2.0485187570571472e-07,3.828088947177923e-07,2.1541078945253995e-07,1.9323895542750255e-07,4.0990057451664526e-07,6.390346657135109e-07,6.943155460490899e-07,4.457561562268346e-07
