page_id	title	tot_edits	tot_users	n_reverts	revert_users	mutual_reverts	mutual_reverting_users	M	M_final	tot_edits_reg	tot_users_reg	n_reverts_reg	revert_users_reg	mutual_reverts_reg	mutual_reverting_users_reg	M_reg	M_final_reg	sample_users
16257	MySQL	756	379	90	105	8	7	40	224	485	178	23	39	6	5	35	135	0
95316	NAT	341	215	40	62	0	0	0	0	197	99	6	24	0	0	0	0	0
3781926	NETCONF	17	12	0	0	0	0	0	0	16	11	0	0	0	0	0	0	0
965	NTP	168	115	7	12	0	0	0	0	113	73	1	4	0	0	0	0	0
13798	Network_File_System	160	108	9	17	0	0	0	0	119	70	2	8	0	0	0	0	0
7414488	NixOs	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
98263	OSPF	246	131	8	11	2	2	2	0	145	62	1	5	0	0	0	0	0
2782060	OTT	146	85	4	8	0	0	0	0	72	32	0	3	0	0	0	0	0
16871	OpenBSD	324	158	18	28	2	2	2	0	250	102	9	19	0	0	0	0	0
2427735	OpenFlow	57	32	4	6	0	0	0	0	45	20	1	3	0	0	0	0	0
174382	PCI_Express	421	226	24	37	0	0	0	0	206	86	2	15	0	0	0	0	0
973	PHP	2217	1008	304	352	18	16	68	704	1413	413	63	121	8	7	29	182	0
1635680	PKCS	20	16	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0
2705	Python	2005	780	151	195	12	10	21	190	1374	380	33	82	4	4	11	28	0
4592830	QUIC	44	22	0	0	0	0	0	0	32	16	0	0	0	0	0	0	0
659316	Quagga	84	50	1	2	0	0	0	0	52	31	1	2	0	0	0	0	0
153854	RADIUS	142	95	2	4	0	0	0	0	87	49	0	1	0	0	0	0	0
5198947	RISC-V	30	10	0	0	0	0	0	0	30	10	0	0	0	0	0	0	0
5337264	ROHC	26	10	0	0	0	0	0	0	24	8	0	0	0	0	0	0	0
32427	RSVP_(протокол)	32	29	0	0	0	0	0	0	27	24	0	0	0	0	0	0	0
