page_id	title	tot_edits	tot_users	n_reverts	revert_users	mutual_reverts	mutual_reverting_users	M	M_final	tot_edits_reg	tot_users_reg	n_reverts_reg	revert_users_reg	mutual_reverts_reg	mutual_reverting_users_reg	M_reg	M_final_reg	sample_users
217256	Session_Initiation_Protocol	73	49	1	2	0	0	0	0	65	41	1	2	0	0	0	0	0
5530243	Självkörande_bil	45	18	1	2	0	0	0	0	42	15	0	0	0	0	0	0	0
1511535	Smart_elnät	73	28	3	6	0	0	0	0	65	23	0	3	0	0	0	0	0
46989	Smartmobil	337	146	10	18	0	0	0	0	269	104	3	11	0	0	0	0	0
95159	Stamnät_(dator)	35	25	1	2	0	0	0	0	33	23	0	1	0	0	0	0	0
537621	Stream_Control_Transmission_Protocol	36	29	0	0	0	0	0	0	31	25	0	0	0	0	0	0	0
138526	Superdator	134	88	7	11	0	0	0	0	112	69	0	6	0	0	0	0	0
55446	TCP/IP	106	67	15	18	0	0	0	0	75	49	0	7	0	0	0	0	0
287446	Taligenkänning	81	45	2	4	0	0	0	0	74	40	1	3	0	0	0	0	0
114319	Telekommunikation	201	98	5	10	0	0	0	0	169	81	0	5	0	0	0	0	0
242482	Tjänsteorienterad_arkitektur	21	15	0	0	0	0	0	0	18	13	0	0	0	0	0	0	0
8148183	Transmission_control_protocol	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
228813	Transport_Layer_Security	115	43	1	2	0	0	0	0	111	38	0	1	0	0	0	0	0
284045	Transportskikt	47	32	0	0	0	0	0	0	40	28	0	0	0	0	0	0	0
138201	Trådlöst_nätverk	70	37	3	5	0	0	0	0	45	24	0	3	0	0	0	0	0
746996	Tunnlade_protokoll	19	14	0	0	0	0	0	0	18	13	0	0	0	0	0	0	0
947109	Twitter	292	151	38	53	0	0	0	0	235	107	9	28	0	0	0	0	0
95017	VLAN	76	51	0	0	0	0	0	0	57	34	0	0	0	0	0	0	0
83463	Virtual_private_network	144	94	9	16	0	0	0	0	103	65	2	9	0	0	0	0	0
430999	Virtualisering	36	28	0	0	0	0	0	0	30	23	0	0	0	0	0	0	0
506431	Virtuell_maskin	49	33	2	3	0	0	0	0	46	30	2	3	0	0	0	0	0
8139393	Virtuell_valuta	5	3	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0
287865	Virtuell_verklighet	99	56	3	5	0	0	0	0	90	48	1	3	0	0	0	0	0
2085	World_Wide_Web_Consortium	103	58	3	5	0	0	0	0	97	54	0	3	0	0	0	0	0
1587562	Öppen_hårdvara	32	14	0	0	0	0	0	0	32	14	0	0	0	0	0	0	0
