page_id	title	tot_edits	tot_users	n_reverts	revert_users	mutual_reverts	mutual_reverting_users	M	M_final	tot_edits_reg	tot_users_reg	n_reverts_reg	revert_users_reg	mutual_reverts_reg	mutual_reverting_users_reg	M_reg	M_final_reg	sample_users
6453427	Standards_d'État_dans_la_Fédération_de_Russie	21	12	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0
227603	Stream_Control_Transmission_Protocol	58	41	2	4	0	0	0	0	50	33	0	2	0	0	0	0	0
39041	Suite_des_protocoles_Internet	403	267	53	81	2	2	5	0	250	153	8	40	0	0	0	0	0
70174	Superordinateur	647	297	39	56	2	2	3	0	516	204	7	28	2	2	3	0	0
7937460	Système_cyber-physique	26	12	0	0	0	0	0	0	25	11	0	0	0	0	0	0	0
3620706	Système_de_recommandation	58	41	1	2	0	0	0	0	46	32	1	2	0	0	0	0	0
14459	Sécurité_des_systèmes_d'information	1050	445	91	123	8	8	13	88	708	239	25	63	4	4	6	16	0
8343331	Technologie_financière	68	43	3	6	0	0	0	0	57	31	1	4	0	0	0	0	0
14236	Technologies_de_l'information_et_de_la_communication	1139	537	131	168	8	8	16	104	748	290	19	69	2	2	3	0	0
7393	Traduction_automatique	501	245	47	54	2	2	5	0	418	173	19	28	2	2	5	0	0
4043120	Traffic_shaping	32	20	0	0	0	0	0	0	28	17	0	0	0	0	0	0	0
1241997	Trafic_Internet	16	14	1	2	0	0	0	0	16	14	1	2	0	0	0	0	0
2968	Transmission_Control_Protocol	391	263	44	73	0	0	0	0	246	148	4	32	0	0	0	0	0
4141757	Transmission_en_mode_sans_connexion	12	12	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0
133350	Transmission_sans_fil	196	114	22	23	2	2	5	0	144	79	1	8	0	0	0	0	0
4992392	Transparent_Network_Substrate	4	4	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0
14807	Transport_Layer_Security	479	293	30	53	0	0	0	0	331	176	4	29	0	0	0	0	0
850562	Tunnel_(réseau_informatique)	45	36	1	2	0	0	0	0	39	32	0	1	0	0	0	0	0
1695137	Twitter	1829	945	282	361	16	16	44	608	1272	500	78	170	10	10	26	200	0
2928	Télécommunications	1336	603	137	177	0	0	0	0	929	328	16	83	0	0	0	0	0
3102	Uniform_Resource_Name	70	43	1	2	0	0	0	0	66	39	1	2	0	0	0	0	0
9910450	Unikernel	23	15	0	0	0	0	0	0	23	15	0	0	0	0	0	0	0
190145	Virtualisation	517	324	29	43	0	0	0	0	292	154	10	25	0	0	0	0	0
228452	Vision_par_ordinateur	84	57	6	10	0	0	0	0	71	47	2	7	0	0	0	0	0
983943	Visualisation_de_données	78	30	4	8	0	0	0	0	73	26	2	6	0	0	0	0	0
4219014	Véhicule_autonome	456	158	47	51	2	2	4	0	288	88	8	24	0	0	0	0	0
9821881	Véhicule_connecté	98	16	0	0	0	0	0	0	95	14	0	0	0	0	0	0	0
585351	Web_profond	451	237	73	100	2	2	2	0	313	127	16	45	2	2	2	0	0
108140	Web_sémantique	357	204	17	30	2	2	2	0	286	151	3	15	0	0	0	0	0
145567	WiMAX	548	259	38	40	6	4	22	80	400	154	11	19	2	2	12	0	0
3190	World_Wide_Web_Consortium	369	223	22	39	2	2	4	0	299	163	2	21	0	0	0	0	0
40117	Électronique_numérique	160	102	15	22	2	2	4	0	126	76	4	12	0	0	0	0	0
