Articles,lang,name,name_utf,2015070100,2015080100,2015090100,2015100100,2015110100,2015120100,2016010100,2016020100,2016030100,2016040100,2016050100,2016060100,2016070100,2016080100,2016090100,2016100100,2016110100,2016120100,2017010100,2017020100,2017030100,2017040100,2017050100,2017060100,2017070100,2017080100,2017090100,2017100100,2017110100,2017120100,2018010100,2018020100,2018030100,2018040100,2018050100,2018060100
Accountability,en,Accountability,Accountability,2.1474354781646002e-06,2.1905220051091276e-06,2.4757864006696285e-06,2.5933844933132307e-06,2.515863322260419e-06,2.0890364465452077e-06,2.070117882098666e-06,2.590977446136769e-06,2.63512704030164e-06,2.2764142086333653e-06,2.3001593524288773e-06,2.1688908850293793e-06,1.7902490319295938e-06,1.8794847199378934e-06,2.320206141693355e-06,2.3606051037340166e-06,2.420104281072066e-06,1.9557190895610033e-06,1.982742261946406e-06,2.377537421260591e-06,2.448539821557575e-06,1.944433962476794e-06,2.230614843847989e-06,2.175024671599738e-06,2.633990961338826e-06,2.0576969334633643e-06,2.181499548853157e-06,2.161426149756887e-06,2.384661616180172e-06,1.8754661326082178e-06,1.8988999724280583e-06,2.1206764009200635e-06,2.183459451732216e-06,2.0149491229330005e-06,1.9777554579072837e-06,1.8455609778138385e-06
Algorithmic_bias,en,Algorithmic_bias,Algorithmic_bias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0167636557544315e-07,9.606733871095359e-07,2.0798236631442032e-07,2.1315391589845715e-07,2.1005159994463841e-07,2.2664416944343986e-07,2.6170863356335796e-07,2.819867280822159e-07
Algorithmic_regulation,en,Algorithmic_regulation,Algorithmic_regulation,5.1657733879636115e-08,3.818810425460435e-08,4.788934120811224e-08,5.0024446738686e-08,5.430004669414826e-08,6.122697332347057e-08,8.262895460230231e-08,7.208354656600228e-08,7.270569519714821e-08,6.649569903753229e-08,7.803686742300249e-08,8.016749651251762e-08,6.388229936442961e-08,6.306434177967557e-08,7.004734783572758e-08,6.143041011885689e-08,6.607425979715633e-08,6.087174326651598e-08,5.985674600310378e-08,7.30603264039137e-08,5.629891897402243e-08,6.262317360324237e-08,6.330066555554337e-08,6.427817301524285e-08,6.223434037110701e-08,5.881889078784687e-08,5.4618516190402596e-08,5.976293501631946e-08,6.532869791022223e-08,5.69440587368755e-08,5.6114301425206055e-08,3.6911208525317855e-08,3.985594460488011e-08,4.1116862598146165e-08,4.454847923893212e-08,3.0915488460840947e-08
Anticipatory_governance,en,Anticipatory_governance,Anticipatory_governance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1474233528418456e-08,2.151257427066625e-08,2.6404650890235272e-08,1.749692180179856e-08,4.797994395472301e-08,2.9449481823025975e-08,2.5423456491103517e-08,2.3367683357733668e-08,3.0614750533018656e-08,3.049033651068629e-08,2.9005820108653218e-08,2.8341930919175135e-08,3.102095390237408e-08,2.5061725369620496e-08,3.2477429723477874e-08,2.1543753840475736e-08,2.6185535800987397e-08,2.0577675913806483e-08,2.669974003436264e-08
Backward_Compatibility,en,Backward_Compatibility,Backward_Compatibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Child_protection,en,Child_protection,Child_protection,7.837887076828425e-07,9.04379964309976e-07,7.43210186623481e-07,8.318254285399071e-07,9.490855800940722e-07,7.465740618152219e-07,8.641209610354909e-07,1.0081333070053515e-06,9.60283189846084e-07,9.710163189420118e-07,9.64458551886323e-07,8.463042930805983e-07,7.097665488970219e-07,7.267564030297936e-07,9.148812257390702e-07,1.0494361728638052e-06,1.1461839431588145e-06,8.68386858606653e-07,8.672754479118598e-07,9.91069481295356e-07,1.2283868335556813e-06,9.86496726463017e-07,1.2424327651671636e-06,1.1400981172684958e-06,1.1934209714842551e-06,1.2257953264598414e-06,1.3732655499301226e-06,1.5188104144440454e-06,1.6825696131785209e-06,1.2957213822299328e-06,1.5289649425697158e-06,1.6248690864043077e-06,1.7157445558554875e-06,1.4728528179466016e-06,1.613705723389622e-06,1.5094721449251509e-06
Circular_economy,en,Circular_economy,Circular_economy,7.868412101393665e-07,8.118243720667293e-07,1.0007021516699976e-06,1.1169873084849844e-06,1.09194364285593e-06,9.414082824289982e-07,9.693630277273987e-07,1.1324946972470167e-06,1.1830579840360959e-06,1.2652094116535182e-06,1.381978477735265e-06,1.1529243055150729e-06,7.586436794988221e-07,8.177447568412659e-07,1.0572210287129526e-06,1.215755740685604e-06,1.3374118904870664e-06,1.1080157634375153e-06,1.236475044307044e-06,1.3273931278040307e-06,1.6876295693181824e-06,1.3093747475782418e-06,1.2712534324316906e-06,1.292279090321375e-06,1.1069843876354955e-06,1.0271610395369487e-06,1.2856358426356305e-06,1.2885151483738328e-06,1.4157834063022699e-06,1.0854079919617393e-06,1.2284239331571355e-06,1.265178781105039e-06,1.4630363233067072e-06,1.3706735144167914e-06,1.4589353311442904e-06,1.2948202875436303e-06
Community_network,en,Community_network,Community_network,7.126419196577073e-08,6.590719550483119e-08,7.090861391442706e-08,7.210731061432216e-08,7.492474254149643e-08,6.831396644060853e-08,7.984250477135567e-08,8.348334067148828e-08,8.304353623299271e-08,7.936944548419258e-08,8.506925954542423e-08,6.989566706246013e-08,6.288931025513796e-08,6.620187122145049e-08,8.273220409444108e-08,9.497751351709789e-08,9.01795272150114e-08,8.487750117443777e-08,8.6050297082665e-08,8.939540703939822e-08,9.829153129833898e-08,9.7309972912501e-08,8.73004212049133e-08,8.814264396679757e-08,1.0014721439028714e-07,9.895555191971779e-08,9.567243385439752e-08,1.0048053909337229e-07,1.0920944809782543e-07,9.11104939790008e-08,9.954796889845273e-08,9.466117741928362e-08,1.1536680181574756e-07,9.593934606234105e-08,9.08482500449967e-08,8.408076028365077e-08
Competition_law,en,Competition_law,Competition_law,1.8009764493491317e-06,1.6999059865857992e-06,1.9426415368334226e-06,2.1988223030454867e-06,2.30250841776045e-06,2.0691696297742142e-06,1.945692180032164e-06,2.2738559010205227e-06,2.33964655091448e-06,2.1489081460007907e-06,2.2123678765779993e-06,1.8176415446394827e-06,1.4358622520357287e-06,1.4821689082944647e-06,1.9429158595204697e-06,2.1032291124027068e-06,2.0429214136632175e-06,1.907814742307249e-06,1.818808478383829e-06,1.959202719232669e-06,1.9391735509863923e-06,1.7107654042557407e-06,2.037568774388865e-06,2.0248823719447306e-06,1.979218935825187e-06,1.7892754789868581e-06,1.8114140864025829e-06,1.921170394517288e-06,2.1759818391034654e-06,1.7730752917556263e-06,1.6393962902143385e-06,1.8005575714272168e-06,1.8970352444230908e-06,1.9544438210609316e-06,2.2069557417557453e-06,1.6833717675173813e-06
