name,name_lang,name.1,lang,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806
Accountability,Accountability,Accountability,en,2.1474354781646e-06,2.190522005109128e-06,2.4757864006696285e-06,2.593384493313231e-06,2.515863322260419e-06,2.089036446545208e-06,2.070117882098666e-06,2.590977446136769e-06,2.63512704030164e-06,2.2764142086333653e-06,2.3001593524288773e-06,2.1688908850293797e-06,1.7902490319295936e-06,1.8794847199378932e-06,2.3202061416933553e-06,2.3606051037340166e-06,2.420104281072066e-06,1.9557190895610038e-06,1.982742261946406e-06,2.377537421260591e-06,2.448539821557575e-06,1.944433962476794e-06,2.230614843847989e-06,2.1750246715997385e-06,2.633990961338826e-06,2.0576969334633643e-06,2.1814995488531573e-06,2.161426149756887e-06,2.384661616180172e-06,1.8754661326082176e-06,1.8988999724280585e-06,2.120676400920064e-06,2.183459451732216e-06,2.014949122933e-06,1.977755457907284e-06,1.8455609778138385e-06
Algorithmic_bias,Algorithmic_bias,Algorithmic_bias,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0167636557544317e-07,9.60673387109536e-07,2.0798236631442032e-07,2.1315391589845715e-07,2.100515999446384e-07,2.2664416944343986e-07,2.61708633563358e-07,2.8198672808221587e-07
Algorithmic_regulation,Algorithmic_regulation,Algorithmic_regulation,en,5.165773387963612e-08,3.818810425460435e-08,4.7889341208112235e-08,5.0024446738685993e-08,5.430004669414827e-08,6.122697332347058e-08,8.262895460230231e-08,7.208354656600227e-08,7.270569519714821e-08,6.649569903753228e-08,7.803686742300249e-08,8.016749651251763e-08,6.38822993644296e-08,6.306434177967558e-08,7.004734783572758e-08,6.143041011885689e-08,6.607425979715634e-08,6.087174326651598e-08,5.985674600310378e-08,7.30603264039137e-08,5.6298918974022423e-08,6.262317360324237e-08,6.330066555554337e-08,6.427817301524285e-08,6.2234340371107e-08,5.8818890787846874e-08,5.46185161904026e-08,5.976293501631946e-08,6.532869791022223e-08,5.69440587368755e-08,5.6114301425206055e-08,3.6911208525317855e-08,3.985594460488011e-08,4.111686259814617e-08,4.454847923893212e-08,3.0915488460840947e-08
Anticipatory_governance,Anticipatory_governance,Anticipatory_governance,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1474233528418456e-08,2.151257427066625e-08,2.6404650890235272e-08,1.7496921801798558e-08,4.7979943954723004e-08,2.944948182302597e-08,2.542345649110352e-08,2.3367683357733668e-08,3.0614750533018656e-08,3.0490336510686294e-08,2.9005820108653218e-08,2.834193091917513e-08,3.102095390237408e-08,2.5061725369620496e-08,3.2477429723477874e-08,2.1543753840475736e-08,2.61855358009874e-08,2.0577675913806483e-08,2.6699740034362642e-08
Backward_Compatibility,Backward_Compatibility,Backward_Compatibility,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Child_protection,Child_protection,Child_protection,en,7.837887076828425e-07,9.04379964309976e-07,7.432101866234809e-07,8.318254285399071e-07,9.490855800940722e-07,7.465740618152219e-07,8.64120961035491e-07,1.0081333070053517e-06,9.60283189846084e-07,9.710163189420118e-07,9.64458551886323e-07,8.463042930805982e-07,7.097665488970218e-07,7.267564030297935e-07,9.148812257390701e-07,1.0494361728638052e-06,1.1461839431588145e-06,8.68386858606653e-07,8.672754479118599e-07,9.91069481295356e-07,1.2283868335556813e-06,9.86496726463017e-07,1.2424327651671636e-06,1.1400981172684958e-06,1.1934209714842551e-06,1.2257953264598414e-06,1.3732655499301226e-06,1.5188104144440452e-06,1.682569613178521e-06,1.2957213822299328e-06,1.5289649425697158e-06,1.6248690864043077e-06,1.7157445558554875e-06,1.4728528179466014e-06,1.6137057233896218e-06,1.5094721449251509e-06
Circular_economy,Circular_economy,Circular_economy,en,7.868412101393665e-07,8.118243720667294e-07,1.0007021516699976e-06,1.1169873084849844e-06,1.09194364285593e-06,9.414082824289982e-07,9.693630277273987e-07,1.132494697247017e-06,1.183057984036096e-06,1.265209411653518e-06,1.381978477735265e-06,1.1529243055150729e-06,7.58643679498822e-07,8.17744756841266e-07,1.0572210287129526e-06,1.2157557406856042e-06,1.3374118904870664e-06,1.108015763437515e-06,1.236475044307044e-06,1.3273931278040307e-06,1.6876295693181826e-06,1.309374747578242e-06,1.2712534324316906e-06,1.2922790903213752e-06,1.1069843876354955e-06,1.0271610395369487e-06,1.2856358426356305e-06,1.2885151483738328e-06,1.4157834063022699e-06,1.085407991961739e-06,1.2284239331571357e-06,1.265178781105039e-06,1.4630363233067072e-06,1.3706735144167914e-06,1.4589353311442904e-06,1.2948202875436305e-06
Community_network,Community_network,Community_network,en,7.126419196577073e-08,6.590719550483119e-08,7.090861391442706e-08,7.210731061432216e-08,7.492474254149642e-08,6.831396644060852e-08,7.984250477135567e-08,8.348334067148828e-08,8.304353623299271e-08,7.936944548419257e-08,8.506925954542423e-08,6.989566706246012e-08,6.288931025513796e-08,6.620187122145049e-08,8.273220409444108e-08,9.497751351709786e-08,9.017952721501141e-08,8.487750117443777e-08,8.6050297082665e-08,8.939540703939822e-08,9.829153129833899e-08,9.7309972912501e-08,8.730042120491331e-08,8.814264396679758e-08,1.0014721439028713e-07,9.895555191971779e-08,9.567243385439752e-08,1.0048053909337226e-07,1.0920944809782543e-07,9.11104939790008e-08,9.954796889845273e-08,9.466117741928363e-08,1.1536680181574754e-07,9.593934606234104e-08,9.084825004499671e-08,8.408076028365077e-08
Competition_law,Competition_law,Competition_law,en,1.8009764493491313e-06,1.699905986585799e-06,1.9426415368334226e-06,2.1988223030454867e-06,2.30250841776045e-06,2.0691696297742147e-06,1.945692180032164e-06,2.2738559010205227e-06,2.3396465509144797e-06,2.1489081460007907e-06,2.2123678765779997e-06,1.8176415446394829e-06,1.4358622520357289e-06,1.4821689082944647e-06,1.9429158595204697e-06,2.1032291124027068e-06,2.042921413663217e-06,1.907814742307249e-06,1.818808478383829e-06,1.959202719232669e-06,1.9391735509863927e-06,1.710765404255741e-06,2.037568774388865e-06,2.0248823719447306e-06,1.979218935825187e-06,1.789275478986858e-06,1.8114140864025829e-06,1.9211703945172884e-06,2.1759818391034654e-06,1.7730752917556263e-06,1.6393962902143385e-06,1.8005575714272166e-06,1.8970352444230912e-06,1.9544438210609316e-06,2.2069557417557453e-06,1.6833717675173813e-06
Computer_and_network_surveillance,Computer_and_network_surveillance,Computer_and_network_surveillance,en,5.344227377729628e-07,6.127941589266885e-07,5.937584261382611e-07,7.262558190936259e-07,8.343097303221063e-07,7.551713977278155e-07,5.905130218659996e-07,6.533578965103786e-07,6.673019587313259e-07,5.943193033506042e-07,6.153343107119019e-07,4.929297465975862e-07,4.423214821278037e-07,4.53163835707022e-07,1.1937235527005242e-06,1.2585609732684244e-06,6.790367741368997e-07,5.961787109007543e-07,5.641075030974707e-07,6.004820395249691e-07,7.81289019985017e-07,5.626738881962971e-07,6.107885411551436e-07,5.745461323060233e-07,6.48930104674206e-07,5.878273163367401e-07,5.727141554822215e-07,6.282770091459225e-07,6.001048230145035e-07,5.677051493882025e-07,4.865569232117957e-07,5.942372039166036e-07,5.620765376980119e-07,6.157500886649206e-07,5.522041222614559e-07,5.199423059323251e-07
